院校名称,院校代码,所在地区,院校主管部门,院校层次,院校满意度
广西国际商务职业技术学院,12379,广西,广西壮族自治区教育厅,高职(专科),4.1
广西农业职业技术学院,12382,广西,广西壮族自治区教育厅,高职(专科),4.1
柳州铁道职业技术学院,12392,广西,广西壮族自治区教育厅,高职(专科),3.9
广西建设职业技术学院,13138,广西,广西壮族自治区教育厅,高职(专科),4.5
广西警察学院,13520,广西,广西壮族自治区教育厅,本科,4.2
广西现代职业技术学院,13522,广西,广西壮族自治区教育厅,高职(专科),3.8
北海职业学院,13523,广西,广西壮族自治区教育厅,高职(专科),3.8
北海艺术设计学院,13524,广西,广西壮族自治区教育厅,本科,4.3
桂林山水职业学院,13526,广西,广西壮族自治区教育厅,高职(专科),2.7
柳州工学院,13639,广西,广西壮族自治区教育厅,本科,3.7
广西民族大学相思湖学院,13640,广西,广西壮族自治区教育厅,本科,4.1
桂林学院,13641,广西,广西壮族自治区教育厅,本科,4.0
南宁师范大学师园学院,13642,广西,广西壮族自治区教育厅,本科,2.9
广西中医药大学赛恩斯新医药学院,13643,广西,广西壮族自治区教育厅,本科,N/A
桂林信息科技学院,13644,广西,广西壮族自治区教育厅,本科,3.2
南宁理工学院,13645,广西,广西壮族自治区教育厅,本科,3.2
广西经贸职业技术学院,13827,广西,广西壮族自治区教育厅,高职(专科),3.6
广西工商职业技术学院,13828,广西,广西壮族自治区教育厅,高职(专科),3.9
广西演艺职业学院,13829,广西,广西壮族自治区教育厅,高职(专科),N/A
广西外国语学院,13830,广西,广西壮族自治区教育厅,本科,3.6
广西电力职业技术学院,13831,广西,广西壮族自治区教育厅,高职(专科),3.8
广西城市职业大学,13920,广西,广西壮族自治区教育厅,本科,2.8
广西英华国际职业学院,14026,广西,广西壮族自治区教育厅,高职(专科),3.4
柳州城市职业学院,14067,广西,广西壮族自治区教育厅,高职(专科),3.7
百色职业学院,14068,广西,广西壮族自治区教育厅,高职(专科),3.2
广西工程职业学院,14127,广西,广西壮族自治区教育厅,高职(专科),2.3
广西理工职业技术学院,14170,广西,广西壮族自治区教育厅,高职(专科),2.9
梧州职业学院,14171,广西,广西壮族自治区教育厅,高职(专科),N/A
广西经济职业学院,14211,广西,广西壮族自治区教育厅,高职(专科),N/A
广西幼儿师范高等专科学校,14220,广西,广西壮族自治区教育厅,高职(专科),3.9
广西科技职业学院,14312,广西,广西壮族自治区教育厅,高职(专科),N/A
广西卫生职业技术学院,14313,广西,广西壮族自治区教育厅,高职(专科),3.7
广西培贤国际职业学院,14481,广西,广西壮族自治区教育厅,高职(专科),3.7
广西金融职业技术学院,14512,广西,广西壮族自治区教育厅,高职(专科),3.3
广西蓝天航空职业学院,14574,广西,广西壮族自治区教育厅,高职(专科),3.4
广西安全工程职业技术学院,14611,广西,广西壮族自治区教育厅,高职(专科),4.0
广西自然资源职业技术学院,14668,广西,广西壮族自治区教育厅,高职(专科),N/A
钦州幼儿师范高等专科学校,14693,广西,广西壮族自治区教育厅,高职(专科),N/A
梧州医学高等专科学校,14694,广西,广西壮族自治区教育厅,高职(专科),N/A
广西制造工程职业技术学院,14722,广西,广西壮族自治区教育厅,高职(专科),4.1
广西物流职业技术学院,14723,广西,广西壮族自治区教育厅,高职(专科),4.4
防城港职业技术学院,14762,广西,广西壮族自治区教育厅,高职(专科),N/A
广西信息职业技术学院,14763,广西,广西壮族自治区教育厅,高职(专科),N/A
广西农业工程职业技术学院,14764,广西,广西壮族自治区教育厅,高职(专科),N/A
北海康养职业学院,14765,广西,广西壮族自治区教育厅,高职(专科),N/A
广西质量工程职业技术学院,14821,广西,广西壮族自治区教育厅,高职(专科),N/A
桂林信息工程职业学院,14822,广西,广西壮族自治区教育厅,高职(专科),N/A
玉林职业技术学院,14868,广西,广西壮族自治区教育厅,高职(专科),N/A
桂林生命与健康职业技术学院,15035,广西,广西壮族自治区教育厅,高职(专科),N/A
广西农业职业技术大学,16205,广西,广西壮族自治区教育厅,本科,3.7
广西职业师范学院,50869,广西,广西壮族自治区教育厅,本科,3.7
广西教育学院,50870,广西,广西壮族自治区教育厅,高职(专科),3.9
崇左幼儿师范高等专科学校,51675,广西,广西壮族自治区教育厅,高职(专科),4.2
陆军特种作战学院,91009,广西,中央军委训练管理部,本科,N/A
海南大学,10589,海南,海南省教育厅,本科,3.9
海南热带海洋学院,11100,海南,海南省教育厅,本科,3.7
海南师范大学,11658,海南,海南省教育厅,本科,4.0
海南医科大学,11810,海南,海南省教育厅,本科,3.4
海南职业技术学院,11999,海南,海南省教育厅,高职(专科),3.7
海口经济学院,12308,海南,海南省教育厅,本科,3.7
三亚城市职业学院,12717,海南,海南省教育厅,高职(专科),3.4
海南软件职业技术学院,13575,海南,海南省教育厅,高职(专科),3.8
海南政法职业学院,13576,海南,海南省教育厅,高职(专科),4.2
海南外国语职业学院,13577,海南,海南省教育厅,高职(专科),3.8
琼台师范学院,13811,海南,海南省教育厅,本科,3.8
海南经贸职业技术学院,13875,海南,海南省教育厅,高职(专科),4.1
海南工商职业学院,13876,海南,海南省教育厅,高职(专科),3.9
三亚学院,13892,海南,海南省教育厅,本科,4.1
三亚航空旅游职业学院,13931,海南,海南省教育厅,高职(专科),3.6
海南科技职业大学,14172,海南,海南省教育厅,本科,3.1
三亚理工职业学院,14236,海南,海南省教育厅,高职(专科),3.3
海南体育职业技术学院,14575,海南,海南省教育厅,高职(专科),N/A
三亚中瑞酒店管理职业学院,14612,海南,海南省教育厅,高职(专科),4.7
海南健康管理职业技术学院,14639,海南,海南省教育厅,高职(专科),N/A
海南卫生健康职业学院,14724,海南,海南省教育厅,高职(专科),N/A
海南比勒费尔德应用科学大学,14829,海南,海南省教育厅,本科,N/A
海南东方新丝路职业学院,14846,海南,海南省教育厅,高职(专科),N/A
重庆大学,10611,重庆,教育部,本科,4.6
重庆邮电大学,10617,重庆,重庆市教育委员会,本科,4.2
重庆交通大学,10618,重庆,重庆市教育委员会,本科,4.1
重庆医科大学,10631,重庆,重庆市教育委员会,本科,3.8
西南大学,10635,重庆,教育部,本科,4.3
重庆师范大学,10637,重庆,重庆市教育委员会,本科,4.3
重庆文理学院,10642,重庆,重庆市教育委员会,本科,4.2
重庆三峡学院,10643,重庆,重庆市教育委员会,本科,4.0
长江师范学院,10647,重庆,重庆市教育委员会,本科,4.2
四川外国语大学,10650,重庆,重庆市教育委员会,本科,4.0
西南政法大学,10652,重庆,重庆市教育委员会,本科,4.5
四川美术学院,10655,重庆,重庆市教育委员会,本科,4.3
重庆航天职业技术学院,10870,重庆,重庆市教育委员会,高职(专科),3.3
重庆科技大学,11551,重庆,重庆市教育委员会,本科,4.0
重庆理工大学,11660,重庆,重庆市教育委员会,本科,4.2
重庆工商大学,11799,重庆,重庆市教育委员会,本科,4.2
重庆电力高等专科学校,11916,重庆,重庆市教育委员会,高职(专科),4.1
重庆工业职业技术学院,12215,重庆,重庆市教育委员会,高职(专科),3.9
重庆三峡职业学院,12605,重庆,重庆市教育委员会,高职(专科),4.0
重庆工贸职业技术学院,12606,重庆,重庆市教育委员会,高职(专科),3.8
重庆机电职业技术大学,12607,重庆,重庆市教育委员会,本科,3.4
重庆工程学院,12608,重庆,重庆市教育委员会,本科,3.7
重庆电子科技职业大学,12609,重庆,重庆市教育委员会,本科,4.1
重庆城市科技学院,12616,重庆,重庆市教育委员会,本科,3.5
重庆海联职业技术学院,12754,重庆,重庆市教育委员会,高职(专科),N/A
重庆信息技术职业学院,12755,重庆,重庆市教育委员会,高职(专科),3.3
重庆传媒职业学院,12756,重庆,重庆市教育委员会,高职(专科),3.0
重庆警察学院,12757,重庆,重庆市教育委员会,本科,4.3
重庆城市管理职业学院,12758,重庆,重庆市教育委员会,高职(专科),4.1
重庆工程职业技术学院,12759,重庆,重庆市教育委员会,高职(专科),4.2
重庆建筑科技职业学院,12820,重庆,重庆市教育委员会,高职(专科),3.3
重庆人文科技学院,13548,重庆,重庆市教育委员会,本科,3.9
重庆外语外事学院,13588,重庆,重庆市教育委员会,本科,3.6
重庆对外经贸学院,13589,重庆,重庆市教育委员会,本科,3.9
重庆财经学院,13590,重庆,重庆市教育委员会,本科,3.7
重庆工商大学派斯学院,13591,重庆,重庆市教育委员会,本科,3.1
重庆移通学院,13627,重庆,重庆市教育委员会,本科,4.0
重庆城市职业学院,13734,重庆,重庆市教育委员会,高职(专科),3.8
重庆水利电力职业技术学院,13735,重庆,重庆市教育委员会,高职(专科),3.9
重庆工商职业学院,13967,重庆,重庆市教育委员会,高职(专科),4.3
重庆应用技术职业学院,13968,重庆,重庆市教育委员会,高职(专科),3.2
重庆三峡医药高等专科学校,14008,重庆,重庆市教育委员会,高职(专科),4.1
重庆医药高等专科学校,14009,重庆,重庆市教育委员会,高职(专科),3.9
重庆青年职业技术学院,14069,重庆,重庆市教育委员会,高职(专科),3.4
重庆财经职业学院,14128,重庆,重庆市教育委员会,高职(专科),4.2
重庆科创职业学院,14173,重庆,重庆市教育委员会,高职(专科),3.7
重庆建筑工程职业学院,14183,重庆,重庆市教育委员会,高职(专科),3.4
重庆电讯职业学院,14237,重庆,重庆市教育委员会,高职(专科),3.3
重庆能源职业学院,14238,重庆,重庆市教育委员会,高职(专科),3.5
重庆商务职业学院,14246,重庆,重庆市教育委员会,高职(专科),3.8
重庆交通职业学院,14267,重庆,重庆市教育委员会,高职(专科),3.6
重庆化工职业学院,14315,重庆,重庆市教育委员会,高职(专科),3.8
重庆旅游职业学院,14316,重庆,重庆市教育委员会,高职(专科),3.6
重庆安全技术职业学院,14365,重庆,重庆市教育委员会,高职(专科),4.6
重庆公共运输职业学院,14366,重庆,重庆市教育委员会,高职(专科),4.3
重庆艺术工程职业学院,14367,重庆,重庆市教育委员会,高职(专科),3.3
重庆轻工职业学院,14368,重庆,重庆市教育委员会,高职(专科),3.5
重庆电信职业学院,14369,重庆,重庆市教育委员会,高职(专科),3.4
重庆经贸职业学院,14370,重庆,重庆市教育委员会,高职(专科),3.7
重庆第二师范学院,14388,重庆,重庆市教育委员会,本科,4.1
重庆幼儿师范高等专科学校,14428,重庆,重庆市教育委员会,高职(专科),3.6
重庆文化艺术职业学院,14482,重庆,重庆市教育委员会,高职(专科),3.8
重庆科技职业学院,14491,重庆,重庆市教育委员会,高职(专科),N/A
重庆资源与环境保护职业学院,14557,重庆,重庆市教育委员会,高职(专科),3.4
重庆护理职业学院,14576,重庆,重庆市教育委员会,高职(专科),4.2
重庆理工职业学院,14725,重庆,重庆市教育委员会,高职(专科),N/A
重庆智能工程职业学院,14726,重庆,重庆市教育委员会,高职(专科),N/A
重庆健康职业学院,14727,重庆,重庆市教育委员会,高职(专科),N/A
重庆五一职业技术学院,14776,重庆,重庆市教育委员会,高职(专科),4.1
重庆中医药学院,14830,重庆,重庆市教育委员会,本科,N/A
重庆数字产业职业技术学院,14838,重庆,重庆市教育委员会,高职(专科),N/A
重庆现代制造职业学院,14870,重庆,重庆市教育委员会,高职(专科),N/A
西南大学(荣昌校区),19635,重庆,教育部,本科,N/A
重庆工信职业学院,51759,重庆,重庆市教育委员会,高职(专科),N/A
陆军军医大学,91012,重庆,中央军委训练管理部,本科,N/A
陆军勤务学院,91014,重庆,中央军委训练管理部,本科,N/A
四川大学,10610,四川,教育部,本科,4.6
西南交通大学,10613,四川,教育部,本科,4.5
电子科技大学,10614,四川,教育部,本科,4.4
西南石油大学,10615,四川,四川省教育厅,本科,4.0
成都理工大学,10616,四川,四川省教育厅,本科,4.0
西南科技大学,10619,四川,四川省教育厅,本科,4.3
成都信息工程大学,10621,四川,四川省教育厅,本科,4.0
四川轻化工大学,10622,四川,四川省教育厅,本科,3.9
西华大学,10623,四川,四川省教育厅,本科,4.2
中国民用航空飞行学院,10624,四川,中国民用航空局,本科,3.9
四川农业大学,10626,四川,四川省教育厅,本科,4.4
西昌学院,10628,四川,四川省教育厅,本科,3.8
西南医科大学,10632,四川,四川省教育厅,本科,3.7
成都中医药大学,10633,四川,四川省教育厅,本科,3.6
川北医学院,10634,四川,四川省教育厅,本科,3.7
四川师范大学,10636,四川,四川省教育厅,本科,4.1
西华师范大学,10638,四川,四川省教育厅,本科,4.2
绵阳师范学院,10639,四川,四川省教育厅,本科,3.3
内江师范学院,10640,四川,四川省教育厅,本科,4.1
宜宾学院,10641,四川,四川省教育厅,本科,3.7
四川文理学院,10644,四川,四川省教育厅,本科,3.7
阿坝师范学院,10646,四川,四川省教育厅,本科,4.0
乐山师范学院,10649,四川,四川省教育厅,本科,3.9
西南财经大学,10651,四川,教育部,本科,4.5
成都体育学院,10653,四川,四川省教育厅,本科,4.3
四川音乐学院,10654,四川,四川省教育厅,本科,4.2
西南民族大学,10656,四川,国家民族事务委员会,本科,4.3
成都大学,11079,四川,四川省教育厅,本科,4.0
成都工业学院,11116,四川,四川省教育厅,本科,4.0
攀枝花学院,11360,四川,四川省教育厅,本科,3.9
四川旅游学院,11552,四川,四川省教育厅,本科,3.9
成都纺织高等专科学校,11553,四川,四川省教育厅,高职(专科),3.8
四川民族学院,11661,四川,四川省教育厅,本科,4.0
民办四川天一学院,11841,四川,四川省教育厅,高职(专科),3.2
四川警察学院,11937,四川,四川省教育厅,本科,3.9
成都航空职业技术学院,12064,四川,四川省教育厅,高职(专科),4.1
四川电力职业技术学院,12065,四川,四川省教育厅,高职(专科),4.2
成都职业技术学院,12635,四川,四川省教育厅,高职(专科),3.9
成都东软学院,12636,四川,四川省教育厅,本科,3.9
四川化工职业技术学院,12637,四川,四川省教育厅,高职(专科),4.0
四川水利职业技术学院,12638,四川,四川省教育厅,高职(专科),3.3
南充职业技术学院,12639,四川,四川省教育厅,高职(专科),3.8
内江职业技术学院,12640,四川,四川省教育厅,高职(专科),3.1
四川航天职业技术学院,12641,四川,四川省教育厅,高职(专科),3.2
四川邮电职业技术学院,12642,四川,四川省教育厅,高职(专科),3.8
四川机电职业技术学院,12751,四川,四川省教育厅,高职(专科),2.7
绵阳职业技术学院,12753,四川,四川省教育厅,高职(专科),4.1
四川交通职业技术学院,12761,四川,四川省教育厅,高职(专科),4.0
四川工商职业技术学院,12762,四川,四川省教育厅,高职(专科),3.9
四川工程职业技术大学,12763,四川,四川省教育厅,高职(专科),4.0
四川建筑职业技术学院,12764,四川,四川省教育厅,高职(专科),4.2
达州职业技术学院,12767,四川,四川省教育厅,高职(专科),3.2
吉利学院,12802,四川,四川省教育厅,本科,3.9
四川托普信息技术职业学院,12963,四川,四川省教育厅,高职(专科),3.3
四川国际标榜职业学院,12964,四川,四川省教育厅,高职(专科),3.6
成都农业科技职业学院,12965,四川,四川省教育厅,高职(专科),3.9
宜宾职业技术学院,12966,四川,四川省教育厅,高职(专科),3.4
泸州职业技术学院,12967,四川,四川省教育厅,高职(专科),4.0
眉山职业技术学院,12968,四川,四川省教育厅,高职(专科),3.9
成都艺术职业大学,12969,四川,四川省教育厅,本科,3.2
四川职业技术学院,12970,四川,四川省教育厅,高职(专科),4.0
乐山职业技术学院,13048,四川,四川省教育厅,高职(专科),3.7
雅安职业技术学院,13049,四川,四川省教育厅,高职(专科),3.5
电子科技大学成都学院,13665,四川,四川省教育厅,本科,2.9
成都理工大学工程技术学院,13668,四川,四川省教育厅,本科,4.0
四川传媒学院,13669,四川,四川省教育厅,本科,4.4
成都银杏酒店管理学院,13670,四川,四川省教育厅,本科,3.1
成都文理学院,13671,四川,四川省教育厅,本科,3.3
四川工商学院,13672,四川,四川省教育厅,本科,3.4
成都外国语学院,13673,四川,四川省教育厅,本科,3.5
成都医学院,13705,四川,四川省教育厅,本科,3.6
四川商务职业学院,13812,四川,四川省教育厅,高职(专科),3.2
四川司法警官职业学院,13813,四川,四川省教育厅,高职(专科),3.8
广安职业技术学院,13814,四川,四川省教育厅,高职(专科),3.7
四川信息职业技术学院,13815,四川,四川省教育厅,高职(专科),4.0
四川工业科技学院,13816,四川,四川省教育厅,本科,3.0
成都锦城学院,13903,四川,四川省教育厅,本科,4.1
四川文化传媒职业学院,14004,四川,四川省教育厅,高职(专科),N/A
四川华新现代职业学院,14005,四川,四川省教育厅,高职(专科),3.4
四川铁道职业学院,14006,四川,四川省教育厅,高职(专科),3.5
四川艺术职业学院,14007,四川,四川省教育厅,高职(专科),3.2
四川中医药高等专科学校,14010,四川,四川省教育厅,高职(专科),3.6
西南财经大学天府学院,14037,四川,四川省教育厅,本科,3.7
四川大学锦江学院,14039,四川,四川省教育厅,本科,4.0
四川文化艺术学院,14043,四川,四川省教育厅,本科,3.3
绵阳城市学院,14045,四川,四川省教育厅,本科,3.3
四川科技职业学院,14070,四川,四川省教育厅,高职(专科),2.8
四川文化产业职业学院,14086,四川,四川省教育厅,高职(专科),3.6
四川财经职业学院,14091,四川,四川省教育厅,高职(专科),4.4
四川城市职业学院,14175,四川,四川省教育厅,高职(专科),3.5
四川现代职业学院,14176,四川,四川省教育厅,高职(专科),3.3
四川幼儿师范高等专科学校,14221,四川,四川省教育厅,高职(专科),3.8
西南交通大学希望学院,14262,四川,四川省教育厅,本科,2.8
四川长江职业学院,14323,四川,四川省教育厅,高职(专科),3.3
四川三河职业学院,14386,四川,四川省教育厅,高职(专科),3.8
成都师范学院,14389,四川,四川省教育厅,本科,4.0
川北幼儿师范高等专科学校,14393,四川,四川省教育厅,高职(专科),3.4
四川卫生康复职业学院,14409,四川,四川省教育厅,高职(专科),3.8
四川电影电视学院,14410,四川,四川省教育厅,本科,3.4
四川汽车职业技术学院,14411,四川,四川省教育厅,高职(专科),N/A
巴中职业技术学院,14483,四川,四川省教育厅,高职(专科),3.0
四川希望汽车职业学院,14484,四川,四川省教育厅,高职(专科),N/A
四川电子机械职业技术学院,14485,四川,四川省教育厅,高职(专科),N/A
四川文轩职业学院,14486,四川,四川省教育厅,高职(专科),N/A
川南幼儿师范高等专科学校,14496,四川,四川省教育厅,高职(专科),3.7
四川护理职业学院,14513,四川,四川省教育厅,高职(专科),3.3
成都工业职业技术学院,14514,四川,四川省教育厅,高职(专科),3.5
四川西南航空职业学院,14515,四川,四川省教育厅,高职(专科),2.7
成都工贸职业技术学院,14547,四川,四川省教育厅,高职(专科),N/A
四川应用技术职业学院,14548,四川,四川省教育厅,高职(专科),3.0
西昌民族幼儿师范高等专科学校,14629,四川,四川省教育厅,高职(专科),N/A
眉山药科职业学院,14640,四川,四川省教育厅,高职(专科),N/A
天府新区信息职业学院,14641,四川,四川省教育厅,高职(专科),3.3
德阳城市轨道交通职业学院,14642,四川,四川省教育厅,高职(专科),N/A
德阳科贸职业学院,14643,四川,四川省教育厅,高职(专科),N/A
江阳城建职业学院,14644,四川,四川省教育厅,高职(专科),N/A
天府新区航空旅游职业学院,14645,四川,四川省教育厅,高职(专科),N/A
天府新区通用航空职业学院,14646,四川,四川省教育厅,高职(专科),N/A
阿坝职业学院,14647,四川,四川省教育厅,高职(专科),N/A
达州中医药职业学院,14669,四川,四川省教育厅,高职(专科),N/A
内江卫生与健康职业学院,14670,四川,四川省教育厅,高职(专科),N/A
南充科技职业学院,14671,四川,四川省教育厅,高职(专科),N/A
攀枝花攀西职业学院,14672,四川,四川省教育厅,高职(专科),N/A
资阳口腔职业学院,14673,四川,四川省教育厅,高职(专科),N/A
资阳环境科技职业学院,14674,四川,四川省教育厅,高职(专科),N/A
南充文化旅游职业学院,14728,四川,四川省教育厅,高职(专科),N/A
南充电影工业职业学院,14729,四川,四川省教育厅,高职(专科),N/A
绵阳飞行职业学院,14730,四川,四川省教育厅,高职(专科),N/A
德阳农业科技职业学院,14731,四川,四川省教育厅,高职(专科),N/A
泸州医疗器械职业学院,14732,四川,四川省教育厅,高职(专科),N/A
甘孜职业学院,14767,四川,四川省教育厅,高职(专科),N/A
自贡职业技术学院,14768,四川,四川省教育厅,高职(专科),N/A
遂宁能源职业学院,14834,四川,四川省教育厅,高职(专科),N/A
遂宁工程职业学院,14835,四川,四川省教育厅,高职(专科),N/A
遂宁职业学院,14836,四川,四川省教育厅,高职(专科),N/A
西昌医学高等专科学校,14871,四川,四川省教育厅,高职(专科),N/A
成都轨道交通职业学院,14872,四川,四川省教育厅,高职(专科),N/A
电子科技大学(沙河校区),19614,四川,教育部,本科,N/A
广元中核职业技术学院,50881,四川,四川省教育厅,高职(专科),N/A
四川体育职业学院,51351,四川,四川省教育厅,高职(专科),N/A
武警警官学院,91040,四川,中央军委训练管理部,本科,N/A
贵州大学,10657,贵州,贵州省教育厅,本科,4.0
贵州医科大学,10660,贵州,贵州省教育厅,本科,4.0
遵义医科大学,10661,贵州,贵州省教育厅,本科,3.9
贵州中医药大学,10662,贵州,贵州省教育厅,本科,3.8
贵州师范大学,10663,贵州,贵州省教育厅,本科,4.0
遵义师范学院,10664,贵州,贵州省教育厅,本科,4.0
铜仁学院,10665,贵州,贵州省教育厅,本科,3.7
兴义民族师范学院,10666,贵州,贵州省教育厅,本科,3.5
安顺学院,10667,贵州,贵州省教育厅,本科,3.5
贵州工程应用技术学院,10668,贵州,贵州省教育厅,本科,4.0
凯里学院,10669,贵州,贵州省教育厅,本科,4.3
黔南民族师范学院,10670,贵州,贵州省教育厅,本科,4.0
贵州财经大学,10671,贵州,贵州省教育厅,本科,3.9
贵州民族大学,10672,贵州,贵州省教育厅,本科,4.1
贵阳学院,10976,贵州,贵州省教育厅,本科,3.9
六盘水师范学院,10977,贵州,贵州省教育厅,本科,3.8
黔南民族医学高等专科学校,11663,贵州,贵州省教育厅,高职(专科),3.7
贵州商学院,11731,贵州,贵州省教育厅,本科,3.8
贵州警察学院,12107,贵州,贵州省教育厅,本科,3.9
贵州交通职业大学,12222,贵州,贵州省教育厅,本科,3.9
贵州航天职业技术学院,12223,贵州,贵州省教育厅,高职(专科),3.1
贵州电子信息职业技术学院,12336,贵州,贵州省教育厅,高职(专科),3.7
安顺职业技术学院,12821,贵州,贵州省教育厅,高职(专科),3.9
黔东南民族职业技术学院,12822,贵州,贵州省教育厅,高职(专科),4.1
黔南民族职业技术学院,12823,贵州,贵州省教育厅,高职(专科),4.2
遵义职业技术学院,12824,贵州,贵州省教育厅,高职(专科),3.7
贵州城市职业学院,12850,贵州,贵州省教育厅,高职(专科),2.7
贵州工业职业技术学院,13052,贵州,贵州省教育厅,高职(专科),3.6
六盘水职业技术学院,13054,贵州,贵州省教育厅,高职(专科),3.7
铜仁职业技术学院,13055,贵州,贵州省教育厅,高职(专科),3.9
贵州中医药大学时珍学院,13647,贵州,贵州省教育厅,本科,2.9
贵州黔南经济学院,13648,贵州,贵州省教育厅,本科,3.8
贵州黔南科技学院,13649,贵州,贵州省教育厅,本科,3.3
贵阳信息科技学院,13650,贵州,贵州省教育厅,本科,3.2
贵阳人文科技学院,13651,贵州,贵州省教育厅,本科,3.6
贵阳康养职业大学,13652,贵州,贵州省教育厅,本科,N/A
遵义医科大学医学与科技学院,13653,贵州,贵州省教育厅,本科,3.7
贵州医科大学神奇民族医药学院,13676,贵州,贵州省教育厅,本科,3.3
黔西南民族职业技术学院,13817,贵州,贵州省教育厅,高职(专科),3.7
贵州轻工职业技术学院,13818,贵州,贵州省教育厅,高职(专科),3.6
遵义医药高等专科学校,14011,贵州,贵州省教育厅,高职(专科),4.1
贵阳职业技术学院,14129,贵州,贵州省教育厅,高职(专科),3.5
毕节职业技术学院,14198,贵州,贵州省教育厅,高职(专科),3.8
贵州师范学院,14223,贵州,贵州省教育厅,本科,4.0
贵州职业技术学院,14252,贵州,贵州省教育厅,高职(专科),3.7
贵州盛华职业学院,14371,贵州,贵州省教育厅,高职(专科),4.0
贵州工商职业学院,14412,贵州,贵州省教育厅,高职(专科),3.2
贵州理工学院,14440,贵州,贵州省教育厅,本科,3.9
贵阳幼儿师范高等专科学校,14469,贵州,贵州省教育厅,高职(专科),3.9
铜仁幼儿师范高等专科学校,14470,贵州,贵州省教育厅,高职(专科),3.7
黔南民族幼儿师范高等专科学校,14497,贵州,贵州省教育厅,高职(专科),3.9
毕节医学高等专科学校,14499,贵州,贵州省教育厅,高职(专科),3.7
贵州建设职业技术学院,14516,贵州,贵州省教育厅,高职(专科),3.7
毕节幼儿师范高等专科学校,14538,贵州,贵州省教育厅,高职(专科),4.1
贵州农业职业学院,14549,贵州,贵州省教育厅,高职(专科),4.0
贵州工程职业学院,14558,贵州,贵州省教育厅,高职(专科),4.4
贵州工贸职业学院,14559,贵州,贵州省教育厅,高职(专科),3.3
贵州水利水电职业技术学院,14577,贵州,贵州省教育厅,高职(专科),3.7
贵州电子商务职业技术学院,14578,贵州,贵州省教育厅,高职(专科),3.2
贵州应用技术职业学院,14579,贵州,贵州省教育厅,高职(专科),N/A
贵州电子科技职业学院,14580,贵州,贵州省教育厅,高职(专科),3.8
贵州装备制造职业学院,14613,贵州,贵州省教育厅,高职(专科),3.7
贵州健康职业学院,14614,贵州,贵州省教育厅,高职(专科),4.4
贵州食品工程职业学院,14615,贵州,贵州省教育厅,高职(专科),N/A
贵州经贸职业技术学院,14616,贵州,贵州省教育厅,高职(专科),3.8
贵州护理职业技术学院,14617,贵州,贵州省教育厅,高职(专科),4.4
茅台学院,14625,贵州,贵州省教育厅,本科,4.5
六盘水幼儿师范高等专科学校,14630,贵州,贵州省教育厅,高职(专科),N/A
毕节工业职业技术学院,14648,贵州,贵州省教育厅,高职(专科),N/A
贵州机电职业技术学院,14733,贵州,贵州省教育厅,高职(专科),N/A
贵州财经职业学院,14734,贵州,贵州省教育厅,高职(专科),N/A
贵州民用航空职业学院,14735,贵州,贵州省教育厅,高职(专科),N/A
贵州文化旅游职业学院,14769,贵州,贵州省教育厅,高职(专科),N/A
贵州体育职业学院,14799,贵州,贵州省教育厅,高职(专科),N/A
贵州铜仁数据职业学院,14800,贵州,贵州省教育厅,高职(专科),N/A
贵州传媒职业学院,14848,贵州,贵州省教育厅,高职(专科),N/A
贵州生态能源职业学院,14849,贵州,贵州省教育厅,高职(专科),N/A
黔东南理工职业学院,14850,贵州,贵州省教育厅,高职(专科),N/A
贵州航空职业技术学院,50963,贵州,贵州省教育厅,高职(专科),N/A
云南大学,10673,云南,云南省教育厅,本科,4.3
昆明理工大学,10674,云南,云南省教育厅,本科,4.2
云南农业大学,10676,云南,云南省教育厅,本科,4.0
西南林业大学,10677,云南,云南省教育厅,本科,4.0
昆明医科大学,10678,云南,云南省教育厅,本科,3.8
大理大学,10679,云南,云南省教育厅,本科,4.1
云南中医药大学,10680,云南,云南省教育厅,本科,3.9
云南师范大学,10681,云南,云南省教育厅,本科,3.9
昭通学院,10683,云南,云南省教育厅,本科,3.9
曲靖师范学院,10684,云南,云南省教育厅,本科,3.9
普洱学院,10685,云南,云南省教育厅,本科,4.1
保山学院,10686,云南,云南省教育厅,本科,4.1
红河学院,10687,云南,云南省教育厅,本科,3.9
云南财经大学,10689,云南,云南省教育厅,本科,3.8
云南艺术学院,10690,云南,云南省教育厅,本科,3.6
云南民族大学,10691,云南,云南省教育厅,本科,3.8
玉溪师范学院,11390,云南,云南省教育厅,本科,3.8
楚雄师范学院,11391,云南,云南省教育厅,本科,3.9
云南警官学院,11392,云南,云南省教育厅,本科,4.0
昆明学院,11393,云南,云南省教育厅,本科,4.1
文山学院,11556,云南,云南省教育厅,本科,3.6
昆明冶金高等专科学校,11557,云南,云南省教育厅,高职(专科),4.2
云南国土资源职业学院,12349,云南,云南省教育厅,高职(专科),3.9
云南交通职业技术学院,12357,云南,云南省教育厅,高职(专科),3.9
昆明工业职业技术学院,12393,云南,云南省教育厅,高职(专科),N/A
云南农业职业技术学院,12555,云南,云南省教育厅,高职(专科),3.7
云南司法警官职业学院,12556,云南,云南省教育厅,高职(专科),3.2
云南文化艺术职业学院,12558,云南,云南省教育厅,高职(专科),3.3
云南体育运动职业技术学院,12559,云南,云南省教育厅,高职(专科),3.8
云南经济管理学院,12560,云南,云南省教育厅,本科,3.8
